wavelength_nm,psi_deg,delta_deg,alpha,beta,chi,xi,energy_conservation
480.000000,66.463949,35.214928,-0.325013,0.000000,-0.230240,-0.262133,0.391870
482.000000,66.029079,37.248735,-0.346889,0.000000,-0.228101,-0.258542,0.392936
484.000000,65.580654,39.180677,-0.368196,0.000000,-0.225882,-0.254755,0.394053
486.000000,65.121013,41.014696,-0.388929,0.000000,-0.223590,-0.250787,0.395216
488.000000,64.652300,42.755018,-0.409085,0.000000,-0.221234,-0.246652,0.396424
490.000000,64.176459,44.406027,-0.428662,0.000000,-0.218822,-0.242362,0.397674
492.000000,63.695253,45.972162,-0.447660,0.000000,-0.216361,-0.237930,0.398963
494.000000,63.210267,47.457836,-0.466082,0.000000,-0.213858,-0.233369,0.400290
496.000000,62.722918,48.867377,-0.483930,0.000000,-0.211322,-0.228690,0.401651
498.000000,62.234474,50.204982,-0.501207,0.000000,-0.208758,-0.223905,0.403045
500.000000,61.746057,51.474689,-0.517921,0.000000,-0.206173,-0.219026,0.404470
502.000000,61.258629,52.680577,-0.534079,0.000000,-0.203573,-0.214061,0.405923
504.000000,60.773116,53.826431,-0.549689,0.000000,-0.200961,-0.209023,0.407402
506.000000,60.290400,54.915601,-0.564758,0.000000,-0.198345,-0.203922,0.408906
508.000000,59.811265,55.951272,-0.579293,0.000000,-0.195728,-0.198769,0.410433
510.000000,59.336398,56.936461,-0.593301,0.000000,-0.193115,-0.193575,0.411979
512.000000,58.866397,57.874022,-0.606791,0.000000,-0.190511,-0.188347,0.413542
514.000000,58.401786,58.766643,-0.619773,0.000000,-0.187921,-0.183097,0.415122
516.000000,57.943015,59.616854,-0.632258,0.000000,-0.185347,-0.177832,0.416715
518.000000,57.490470,60.427036,-0.644256,0.000000,-0.182793,-0.172560,0.418320
520.000000,57.044477,61.199422,-0.655779,0.000000,-0.180263,-0.167290,0.419934
522.000000,56.605147,61.936180,-0.666841,0.000000,-0.177759,-0.162025,0.421558
524.000000,56.172487,62.639404,-0.677457,0.000000,-0.175285,-0.156771,0.423189
526.000000,55.746600,63.311001,-0.687640,0.000000,-0.172841,-0.151532,0.424826
528.000000,55.327555,63.952753,-0.697405,0.000000,-0.170430,-0.146312,0.426469
530.000000,54.915393,64.566317,-0.706763,0.000000,-0.168053,-0.141116,0.428117
532.000000,54.510128,65.153239,-0.715730,0.000000,-0.165711,-0.135948,0.429767
534.000000,54.111749,65.714962,-0.724316,0.000000,-0.163407,-0.130812,0.431421
536.000000,53.720229,66.252833,-0.732536,0.000000,-0.161140,-0.125709,0.433076
538.000000,53.335521,66.768108,-0.740402,0.000000,-0.158912,-0.120644,0.434733
540.000000,52.957562,67.261961,-0.747926,0.000000,-0.156724,-0.115619,0.436389
542.000000,52.586324,67.735469,-0.755120,0.000000,-0.154576,-0.110636,0.438045
544.000000,52.221776,68.189563,-0.761994,0.000000,-0.152468,-0.105698,0.439699
546.000000,51.863841,68.625108,-0.768558,0.000000,-0.150403,-0.100808,0.441350
548.000000,51.512438,69.042912,-0.774823,0.000000,-0.148380,-0.095966,0.442997
550.000000,51.167477,69.443738,-0.780798,0.000000,-0.146401,-0.091176,0.444641
552.000000,50.828865,69.828299,-0.786493,0.000000,-0.144466,-0.086437,0.446279
554.000000,50.496507,70.197269,-0.791918,0.000000,-0.142575,-0.081751,0.447912
556.000000,50.170302,70.551282,-0.797081,0.000000,-0.140729,-0.077119,0.449538
558.000000,49.850150,70.890935,-0.801991,0.000000,-0.138928,-0.072543,0.451157
560.000000,49.535948,71.216790,-0.806658,0.000000,-0.137173,-0.068023,0.452769
562.000000,49.227624,71.529276,-0.811089,0.000000,-0.135463,-0.063559,0.454373
564.000000,48.925089,71.828924,-0.815291,0.000000,-0.133799,-0.059154,0.455968
566.000000,48.628210,72.116401,-0.819274,0.000000,-0.132180,-0.054807,0.457554
568.000000,48.336853,72.392334,-0.823050,0.000000,-0.130604,-0.050518,0.459130
570.000000,48.050880,72.657321,-0.826626,0.000000,-0.129071,-0.046288,0.460698
572.000000,47.770150,72.911924,-0.830013,0.000000,-0.127578,-0.042114,0.462256
574.000000,47.494524,73.156677,-0.833217,0.000000,-0.126125,-0.037998,0.463805
576.000000,47.223859,73.392087,-0.836249,0.000000,-0.124711,-0.033939,0.465345
578.000000,46.958012,73.618635,-0.839115,0.000000,-0.123334,-0.029936,0.466874
580.000000,46.696839,73.836776,-0.841823,0.000000,-0.121993,-0.025987,0.468395
582.000000,46.440160,74.046868,-0.844380,0.000000,-0.120687,-0.022093,0.469906
584.000000,46.187860,74.249093,-0.846790,0.000000,-0.119417,-0.018251,0.471407
586.000000,45.939893,74.443629,-0.849057,0.000000,-0.118182,-0.014463,0.472899
588.000000,45.696218,74.630648,-0.851186,0.000000,-0.116983,-0.010729,0.474379
590.000000,45.456793,74.810318,-0.853182,0.000000,-0.115820,-0.007049,0.475848
592.000000,45.221578,74.982801,-0.855047,0.000000,-0.114692,-0.003424,0.477305
594.000000,44.990535,75.148255,-0.856787,0.000000,-0.113600,0.000146,0.478749
596.000000,44.763626,75.306835,-0.858405,0.000000,-0.112544,0.003661,0.480180
598.000000,44.540816,75.458687,-0.859905,0.000000,-0.111524,0.007120,0.481598
600.000000,44.322071,75.603957,-0.861291,0.000000,-0.110539,0.010523,0.483001
602.000000,44.107292,75.742980,-0.862569,0.000000,-0.109588,0.013871,0.484390
604.000000,43.896313,75.876122,-0.863744,0.000000,-0.108670,0.017165,0.485765
606.000000,43.689004,76.003562,-0.864821,0.000000,-0.107783,0.020408,0.487127
608.000000,43.485240,76.125467,-0.865803,0.000000,-0.106928,0.023600,0.488476
610.000000,43.284903,76.241995,-0.866694,0.000000,-0.106104,0.026742,0.489812
612.000000,43.087874,76.353295,-0.867497,0.000000,-0.105309,0.029836,0.491135
614.000000,42.894044,76.459509,-0.868215,0.000000,-0.104544,0.032884,0.492446
616.000000,42.703304,76.560768,-0.868851,0.000000,-0.103809,0.035885,0.493746
618.000000,42.515550,76.657198,-0.869408,0.000000,-0.103103,0.038842,0.495034
620.000000,42.330681,76.748917,-0.869888,0.000000,-0.102424,0.041756,0.496310
622.000000,42.148643,76.836002,-0.870294,0.000000,-0.101774,0.044627,0.497575
624.000000,41.969415,76.918582,-0.870628,0.000000,-0.101152,0.047455,0.498829
626.000000,41.792950,76.996843,-0.870894,0.000000,-0.100556,0.050240,0.500071
628.000000,41.619197,77.070968,-0.871096,0.000000,-0.099986,0.052983,0.501301
630.000000,41.448109,77.141132,-0.871235,0.000000,-0.099441,0.055685,0.502519
632.000000,41.279636,77.207507,-0.871315,0.000000,-0.098919,0.058345,0.503725
634.000000,41.113728,77.270262,-0.871340,0.000000,-0.098420,0.060965,0.504919
636.000000,40.950336,77.329559,-0.871311,0.000000,-0.097943,0.063545,0.506101
638.000000,40.789411,77.385557,-0.871232,0.000000,-0.097487,0.066086,0.507270
640.000000,40.630901,77.438413,-0.871105,0.000000,-0.097051,0.068588,0.508427
642.000000,40.474753,77.488231,-0.870932,0.000000,-0.096634,0.071052,0.509572
644.000000,40.320904,77.535048,-0.870715,0.000000,-0.096237,0.073479,0.510704
646.000000,40.169290,77.578907,-0.870454,0.000000,-0.095859,0.075869,0.511825
648.000000,40.019853,77.619852,-0.870152,0.000000,-0.095500,0.078224,0.512934
650.000000,39.872534,77.657921,-0.869809,0.000000,-0.095159,0.080544,0.514031
652.000000,39.727279,77.693151,-0.869425,0.000000,-0.094837,0.082829,0.515118
654.000000,39.584036,77.725577,-0.869004,0.000000,-0.094534,0.085082,0.516193
656.000000,39.442756,77.755230,-0.868544,0.000000,-0.094248,0.087301,0.517257
658.000000,39.303389,77.782140,-0.868049,0.000000,-0.093981,0.089488,0.518311
660.000000,39.165892,77.806335,-0.867517,0.000000,-0.093732,0.091644,0.519354
662.000000,39.030216,77.827863,-0.866951,0.000000,-0.093500,0.093768,0.520387
664.000000,38.896325,77.846826,-0.866351,0.000000,-0.093285,0.095862,0.521410
666.000000,38.764193,77.863325,-0.865720,0.000000,-0.093087,0.097927,0.522423
668.000000,38.633794,77.877463,-0.865060,0.000000,-0.092904,0.099961,0.523425
670.000000,38.505100,77.889340,-0.864371,0.000000,-0.092737,0.101966,0.524417
672.000000,38.378085,77.899052,-0.863656,0.000000,-0.092583,0.103943,0.525399
674.000000,38.252723,77.906696,-0.862916,0.000000,-0.092444,0.105890,0.526370
676.000000,38.128985,77.912367,-0.862152,0.000000,-0.092317,0.107810,0.527331
678.000000,38.006846,77.916156,-0.861365,0.000000,-0.092203,0.109703,0.528281
680.000000,37.886278,77.918155,-0.860558,0.000000,-0.092101,0.111568,0.529221
682.000000,37.767245,77.918441,-0.859731,0.000000,-0.092010,0.113407,0.530150
684.000000,37.649703,77.917031,-0.858884,0.000000,-0.091931,0.115219,0.531069
686.000000,37.533618,77.913932,-0.858019,0.000000,-0.091863,0.117007,0.531978
688.000000,37.418954,77.909144,-0.857135,0.000000,-0.091805,0.118769,0.532878
690.000000,37.305682,77.902672,-0.856232,0.000000,-0.091759,0.120508,0.533768
692.000000,37.193771,77.894514,-0.855312,0.000000,-0.091724,0.122222,0.534648
694.000000,37.083192,77.884671,-0.854374,0.000000,-0.091701,0.123912,0.535520
696.000000,36.973918,77.873142,-0.853419,0.000000,-0.091688,0.125580,0.536382
698.000000,36.865924,77.859923,-0.852446,0.000000,-0.091686,0.127224,0.537236
700.000000,36.759184,77.845011,-0.851457,0.000000,-0.091696,0.128847,0.538081
702.000000,36.653686,77.828461,-0.850451,0.000000,-0.091716,0.130447,0.538918
704.000000,36.549413,77.810367,-0.849431,0.000000,-0.091746,0.132025,0.539746
706.000000,36.446337,77.790780,-0.848397,0.000000,-0.091786,0.133581,0.540566
708.000000,36.344432,77.769750,-0.847349,0.000000,-0.091836,0.135117,0.541377
710.000000,36.243670,77.747324,-0.846289,0.000000,-0.091894,0.136632,0.542180
712.000000,36.144024,77.723552,-0.845216,0.000000,-0.091961,0.138127,0.542975
714.000000,36.045470,77.698481,-0.844132,0.000000,-0.092037,0.139603,0.543761
716.000000,35.947980,77.672155,-0.843036,0.000000,-0.092120,0.141059,0.544540
718.000000,35.851529,77.644620,-0.841931,0.000000,-0.092212,0.142496,0.545310
720.000000,35.756092,77.615921,-0.840815,0.000000,-0.092310,0.143916,0.546073
722.000000,35.661651,77.586010,-0.839689,0.000000,-0.092416,0.145317,0.546829
724.000000,35.568196,77.554860,-0.838553,0.000000,-0.092530,0.146700,0.547577
726.000000,35.475712,77.522538,-0.837407,0.000000,-0.092652,0.148066,0.548317
728.000000,35.384185,77.489113,-0.836253,0.000000,-0.092780,0.149414,0.549050
730.000000,35.293601,77.454653,-0.835090,0.000000,-0.092914,0.150745,0.549776
732.000000,35.203946,77.419222,-0.833921,0.000000,-0.093055,0.152059,0.550494
734.000000,35.115203,77.382889,-0.832746,0.000000,-0.093201,0.153357,0.551205
736.000000,35.027359,77.345717,-0.831564,0.000000,-0.093352,0.154639,0.551908
738.000000,34.940397,77.307772,-0.830378,0.000000,-0.093508,0.155905,0.552603
740.000000,34.854303,77.269118,-0.829188,0.000000,-0.093668,0.157156,0.553291
742.000000,34.769043,77.229823,-0.827994,0.000000,-0.093831,0.158391,0.553972
744.000000,34.684587,77.189890,-0.826796,0.000000,-0.093998,0.159613,0.554645
746.000000,34.600930,77.149278,-0.825594,0.000000,-0.094170,0.160820,0.555311
748.000000,34.518066,77.107951,-0.824388,0.000000,-0.094345,0.162012,0.555970
750.000000,34.435993,77.065869,-0.823178,0.000000,-0.094525,0.163191,0.556623
752.000000,34.354706,77.022992,-0.821963,0.000000,-0.094709,0.164355,0.557269
754.000000,34.274205,76.979280,-0.820743,0.000000,-0.094898,0.165505,0.557908
756.000000,34.194487,76.934695,-0.819519,0.000000,-0.095092,0.166640,0.558542
758.000000,34.115554,76.889195,-0.818289,0.000000,-0.095292,0.167762,0.559169
760.000000,34.037405,76.842740,-0.817055,0.000000,-0.095498,0.168869,0.559790
762.000000,33.960043,76.795355,-0.815815,0.000000,-0.095709,0.169961,0.560404
764.000000,33.883449,76.747126,-0.814572,0.000000,-0.095925,0.171040,0.561013
766.000000,33.807598,76.698101,-0.813325,0.000000,-0.096145,0.172105,0.561616
768.000000,33.732465,76.648330,-0.812074,0.000000,-0.096370,0.173158,0.562213
770.000000,33.658022,76.597860,-0.810821,0.000000,-0.096598,0.174197,0.562804
772.000000,33.584244,76.546739,-0.809565,0.000000,-0.096830,0.175225,0.563389
774.000000,33.511104,76.495014,-0.808306,0.000000,-0.097066,0.176241,0.563969
776.000000,33.438576,76.442732,-0.807046,0.000000,-0.097304,0.177246,0.564543
778.000000,33.366633,76.389938,-0.805784,0.000000,-0.097545,0.178240,0.565111
780.000000,33.295249,76.336678,-0.804520,0.000000,-0.097788,0.179225,0.565675
782.000000,33.224404,76.282942,-0.803254,0.000000,-0.098033,0.180199,0.566233
784.000000,33.154104,76.228695,-0.801986,0.000000,-0.098280,0.181163,0.566786
786.000000,33.084353,76.173948,-0.800717,0.000000,-0.098531,0.182117,0.567333
788.000000,33.015158,76.118712,-0.799446,0.000000,-0.098783,0.183061,0.567876
790.000000,32.946524,76.062999,-0.798175,0.000000,-0.099038,0.183995,0.568413
792.000000,32.878458,76.006819,-0.796902,0.000000,-0.099295,0.184919,0.568946
794.000000,32.810967,75.950182,-0.795629,0.000000,-0.099554,0.185832,0.569473
796.000000,32.744058,75.893099,-0.794355,0.000000,-0.099815,0.186735,0.569994
798.000000,32.677737,75.835580,-0.793082,0.000000,-0.100078,0.187628,0.570511
800.000000,32.612011,75.777634,-0.791809,0.000000,-0.100344,0.188510,0.571022
